"Id","Url","StatusCode","Title","CheckedAt","ArticleId","FileName","Status","LastTried","HttpStatus","Error","Notes"
"13","https://www.crowcanyon.help/article/13/","0","The Email Tickets list view web part in the Display form of a Ticket shows “This view cannot be displayed because it exceeds the list view threshold (5000 items) enforced by the administrator.” - Crow Canyon Software Support","2025-08-14T10:48:33","13","13 - The Email Tickets list view web part in the Display form of a Ticket shows “This view cannot be displayed because it exceeds the list view threshold (5000 items) enforced by the administrator.”.html","Done","2025-08-20T16:22:04","200","",""
"14","https://www.crowcanyon.help/article/14/","0","How to contact Crow Canyon Support - Crow Canyon Software Support","2025-08-14T10:48:35","14","14 - How to contact Crow Canyon Support.html","Done","2025-08-20T16:22:09","200","",""
"15","https://www.crowcanyon.help/article/15/","0","SharePoint Online: Reopen a Ticket on requester email and reporting on reopened Tickets - Crow Canyon Software Support","2025-08-14T10:48:37","15","15 - SharePoint Online_ Reopen a Ticket on requester email and reporting on reopened Tickets.html","Done","2025-08-20T16:22:19","200","",""
"16","https://www.crowcanyon.help/article/16/","0","Ensure user enters the value for lookup field (e.g. Category for Tickets list item) - Crow Canyon Software Support","2025-08-14T10:48:38","16","16 - Ensure user enters the value for lookup field (e.g. Category for Tickets list item).html","Done","2025-08-20T16:22:24","200","",""
"17","https://www.crowcanyon.help/article/17/","0","Move Ticket to a different service area/site using Crow Canyon Workflow Manager - Crow Canyon Software Support","2025-08-14T10:48:40","17","17 - Move Ticket to a different service area_site using Crow Canyon Workflow Manager.html","Done","2025-08-20T16:22:32","200","",""
"18","https://www.crowcanyon.help/article/18/","0","Modifying the ‘Request Status’ values for Service Request Tickets - Crow Canyon Software Support","2025-08-14T10:48:42","18","18 - Modifying the ‘Request Status’ values for Service Request Tickets.html","Done","2025-08-20T16:22:39","200","",""
"19","https://www.crowcanyon.help/article/19/","0","Configure Reports on Survey data in Tickets list - Crow Canyon Software Support","2025-08-14T10:48:43","19","19 - Configure Reports on Survey data in Tickets list.html","Done","2025-08-20T16:22:47","200","",""
"20","https://www.crowcanyon.help/article/20/","0","Default User Profile Properties - Crow Canyon Software Support","2025-08-14T10:48:55","20","20 - Default User Profile Properties.html","Done","2025-08-20T16:22:54","200","",""
"21","https://www.crowcanyon.help/article/21/","0","How to configure Portal Theme settings and how to upload own theme css file? - Crow Canyon Software Support","2025-08-14T10:48:56","21","21 - How to configure Portal Theme settings and how to upload own theme css file_.html","Done","2025-08-20T16:22:59","200","",""
"22","https://www.crowcanyon.help/article/22/","0","Crow Canyon On-premisis solutions description - Crow Canyon Software Support","2025-08-14T10:48:57","22","22 - Crow Canyon On-premisis solutions description.html","Done","2025-08-20T16:23:05","200","",""
"23","https://www.crowcanyon.help/article/23/","0","How to get SharePoint logs based on a Correlation ID? - Crow Canyon Software Support","2025-08-14T10:48:59","23","23 - How to get SharePoint logs based on a Correlation ID_.html","Done","2025-08-20T16:23:10","200","",""
"24","https://www.crowcanyon.help/article/24/","0","How to notify certain users when a ticket is created using Crow Canyon Workflow Manager? - Crow Canyon Software Support","2025-08-14T10:49:01","24","24 - How to notify certain users when a ticket is created using Crow Canyon Workflow Manager_.html","Done","2025-08-20T16:23:16","200","",""
"25","https://www.crowcanyon.help/article/25/","0","How to configure Email functionality in Crow Canyon Print App (Share)? - Crow Canyon Software Support","2025-08-14T10:49:02","25","25 - How to configure Email functionality in Crow Canyon Print App (Share)_.html","Done","2025-08-20T16:23:22","200","",""
"26","https://www.crowcanyon.help/article/26/","0","How to configure a report in Workspace pages? - Crow Canyon Software Support","2025-08-14T10:49:04","26","26 - How to configure a report in Workspace pages_.html","Done","2025-08-20T16:23:28","200","",""
"27","https://www.crowcanyon.help/article/27/","0","How to build a report to see number of tickets created on week days/week ends? - Crow Canyon Software Support","2025-08-14T10:49:06","27","27 - How to build a report to see number of tickets created on week days_week ends_.html","Done","2025-08-20T16:23:35","200","",""
"28","https://www.crowcanyon.help/article/28/","0","Populate Requester and its metadata in Ticket in Service Request application in On-Premises environment - Crow Canyon Software Support","2025-08-14T10:49:07","28","28 - Populate Requester and its metadata in Ticket in Service Request application in On-Premises environment.html","Done","2025-08-20T16:23:41","200","",""
"29","https://www.crowcanyon.help/article/29/","0","Auto Categorize tickets based on mail subject of the incoming email - Crow Canyon Software Support","2025-08-14T10:49:09","29","29 - Auto Categorize tickets based on mail subject of the incoming email.html","Done","2025-08-20T16:23:51","200","",""
"30","https://www.crowcanyon.help/article/30/","0","Configure Approver functionality using NITRO Workflow Manager – Workflow 1 - Crow Canyon Software Support","2025-08-14T10:49:11","30","30 - Configure Approver functionality using NITRO Workflow Manager – Workflow 1.html","Done","2025-08-20T16:23:56","200","",""
"31","https://www.crowcanyon.help/article/31/","0","How to retract and remove Crow Canyon farm solutions - Crow Canyon Software Support","2025-08-14T10:49:12","31","31 - How to retract and remove Crow Canyon farm solutions.html","Done","2025-08-20T16:24:01","200","",""
"32","https://www.crowcanyon.help/article/32/","0","Item attachments handling for Crow Canyon NITRO Forms and Portal (SharePoint Online) - Crow Canyon Software Support","2025-08-14T10:49:14","32","32 - Item attachments handling for Crow Canyon NITRO Forms and Portal (SharePoint Online).html","Done","2025-08-20T16:24:10","200","",""
"33","https://www.crowcanyon.help/article/33/","0","A list column is not visible in the forms - Crow Canyon Software Support","2025-08-14T10:49:16","33","33 - A list column is not visible in the forms.html","Done","2025-08-20T16:24:16","200","",""
"34","https://www.crowcanyon.help/article/34/","0","Portal search shows the results as DispForm.aspx - Crow Canyon Software Support","2025-08-14T10:49:17","34","34 - Portal search shows the results as DispForm.aspx.html","Done","2025-08-20T16:24:23","200","",""
"35","https://www.crowcanyon.help/article/35/","0","How to configure Recurrence feature using Crow Canyon NITRO Workflows? - Crow Canyon Software Support","2025-08-14T10:49:19","35","35 - How to configure Recurrence feature using Crow Canyon NITRO Workflows_.html","Done","2025-08-20T16:24:29","200","",""
"36","https://www.crowcanyon.help/article/36/","0","How to create Managed Properties to use Property restrictions in SharePoint Search box - Crow Canyon Software Support","2025-08-14T10:49:21","36","36 - How to create Managed Properties to use Property restrictions in SharePoint Search box.html","Done","2025-08-20T16:24:39","200","",""
"37","https://www.crowcanyon.help/article/37/","0","Troubleshooting Portal forms - Crow Canyon Software Support","2025-08-14T10:49:23","37","37 - Troubleshooting Portal forms.html","Done","2025-08-20T16:24:46","200","",""
"38","https://www.crowcanyon.help/article/38/","0","How to configure approve via email feature using NITRO Workflow Manager - Crow Canyon Software Support","2025-08-14T10:49:24","38","38 - How to configure approve via email feature using NITRO Workflow Manager.html","Done","2025-08-20T16:24:55","200","",""
"39","https://www.crowcanyon.help/article/39/","0","How to integrate Assets with Purchase Request System? - Crow Canyon Software Support","2025-08-14T10:49:26","39","39 - How to integrate Assets with Purchase Request System_.html","Done","2025-08-20T16:25:05","200","",""
"40","https://www.crowcanyon.help/article/40/","0","Troubleshooting Steps For Crow Canyon Data Sync Service - Crow Canyon Software Support","2025-08-14T10:49:38","40","40 - Troubleshooting Steps For Crow Canyon Data Sync Service.html","Done","2025-08-20T16:25:14","200","",""
"41","https://www.crowcanyon.help/article/41/","0","How to configure “Allow Fill-in choice” option in Crow Canyon NITRO forms? - Crow Canyon Software Support","2025-08-14T10:49:38","41","41 - How to configure “Allow Fill-in choice” option in Crow Canyon NITRO forms_.html","Done","2025-08-20T16:25:20","200","",""
"42","https://www.crowcanyon.help/article/42/","0","How to configure Round-Robin selection using Crow Canyon NITRO Workflows? - Crow Canyon Software Support","2025-08-14T10:49:40","42","42 - How to configure Round-Robin selection using Crow Canyon NITRO Workflows_.html","Done","2025-08-20T16:25:29","200","",""
"43","https://www.crowcanyon.help/article/43/","0","How to configure simple archival functionality using Crow Canyon NITRO Workflow - Crow Canyon Software Support","2025-08-14T10:49:41","43","43 - How to configure simple archival functionality using Crow Canyon NITRO Workflow.html","Done","2025-08-20T16:25:35","200","",""
"44","https://www.crowcanyon.help/article/44/","0","Configure a monthly count report on specific type(s) of list items - Crow Canyon Software Support","2025-08-14T10:49:43","44","44 - Configure a monthly count report on specific type(s) of list items.html","Done","2025-08-20T16:25:41","200","",""
"45","https://www.crowcanyon.help/article/45/","0","Permissions required for NITRO Apps - Crow Canyon Software Support","2025-08-14T10:49:45","45","45 - Permissions required for NITRO Apps.html","Done","2025-08-20T16:25:47","200","",""
"46","https://www.crowcanyon.help/article/46/","0","NITRO Workflow configurations for two level approval process - Crow Canyon Software Support","2025-08-14T10:49:47","46","46 - NITRO Workflow configurations for two level approval process.html","Done","2025-08-20T16:25:54","200","",""
"47","https://www.crowcanyon.help/article/47/","0","Query list action configurations in NITRO Custom Actions - Crow Canyon Software Support","2025-08-14T10:49:48","47","47 - Query list action configurations in NITRO Custom Actions.html","Done","2025-08-20T16:26:01","200","",""
"48","https://www.crowcanyon.help/article/48/","0","Revert NITRO Forms of a list to a previously published settings - Crow Canyon Software Support","2025-08-14T10:49:50","48","48 - Revert NITRO Forms of a list to a previously published settings.html","Done","2025-08-20T16:26:06","200","",""
"49","https://www.crowcanyon.help/article/49/","0","Configure a report to show Tickets closed within SLA - Crow Canyon Software Support","2025-08-14T10:49:52","49","49 - Configure a report to show Tickets closed within SLA.html","Done","2025-08-20T16:26:12","200","",""
"62","https://www.crowcanyon.help/article/62/","0","Create End User Portal Site For Service Request Applications - Crow Canyon Software Support","2025-08-14T11:21:38","62","62 - Create End User Portal Site For Service Request Applications.html","Done","2025-08-20T16:26:22","200","",""
"63","https://www.crowcanyon.help/article/63/","0","Configure Save and Continue functionality in NITRO Forms and Portal Forms - Crow Canyon Software Sup","2025-08-14T11:21:40","63","63 - Configure Save and Continue functionality in NITRO Forms and Portal Forms - Crow Canyon Software Sup.html","Done","2025-08-20T16:26:31","200","",""
"64","https://www.crowcanyon.help/article/64/","0","Hide ‘Delete’ button from ‘Attachments’ section in NITRO Forms based on user permissions - Crow Cany","2025-08-14T11:21:42","64","64 - Hide ‘Delete’ button from ‘Attachments’ section in NITRO Forms based on user permissions - Crow Cany.html","Done","2025-08-20T16:26:38","200","",""
"65","https://www.crowcanyon.help/article/65/","0","Expressions in various NITRO components - Crow Canyon Software Support","2025-08-14T11:21:43","65","65 - Expressions in various NITRO components.html","Done","2025-08-20T16:26:44","200","",""
"66","https://www.crowcanyon.help/article/66/","0","Grant access to services using SharePoint App permissions - Crow Canyon Software Support","2025-08-14T11:21:45","66","66 - Grant access to services using SharePoint App permissions.html","Done","2025-08-20T16:26:53","200","",""
"67","https://www.crowcanyon.help/article/67/","0","Parse CSV action in NITRO Workflows and Custom Actions - Crow Canyon Software Support","2025-08-14T11:21:47","67","67 - Parse CSV action in NITRO Workflows and Custom Actions.html","Done","2025-08-20T16:27:02","200","",""
"68","https://www.crowcanyon.help/article/68/","0","Configure validation for ‘Attachments’ section in NITRO forms - Crow Canyon Software Support","2025-08-14T11:21:48","68","68 - Configure validation for ‘Attachments’ section in NITRO forms.html","Done","2025-08-20T16:27:10","200","",""
"69","https://www.crowcanyon.help/article/69/","0","Configure portal site header colors - Crow Canyon Software Support","2025-08-14T11:21:50","69","69 - Configure portal site header colors.html","Done","2025-08-20T16:27:15","200","",""
"70","https://www.crowcanyon.help/article/70/","0","Support for checkboxes in Word documents for Generate Document Action - Crow Canyon Software Support","2025-08-14T11:21:52","70","70 - Support for checkboxes in Word documents for Generate Document Action.html","Done","2025-08-20T16:27:24","200","",""
"71","https://www.crowcanyon.help/article/71/","0","Comprehensive List Of Functions in NITRO Studio – 2 - Crow Canyon Software Support","2025-08-14T11:21:53","71","71 - Comprehensive List Of Functions in NITRO Studio – 2.html","Done","2025-08-20T16:27:30","200","",""
"72","https://www.crowcanyon.help/article/72/","0","Troubleshooting steps for NITRO secure - Crow Canyon Software Support","2025-08-14T11:21:55","72","72 - Troubleshooting steps for NITRO secure.html","Done","2025-08-20T16:27:36","200","",""
"73","https://www.crowcanyon.help/article/73/","0","How To Customize NITRO Reports Using Script in List Rollup - Crow Canyon Software Support","2025-08-14T11:21:56","73","73 - How To Customize NITRO Reports Using Script in List Rollup.html","Done","2025-08-20T16:27:44","200","",""
"74","https://www.crowcanyon.help/article/74/","0","Import data using Crow Canyon CSV Import Webpart - Crow Canyon Software Support","2025-08-14T11:21:58","74","74 - Import data using Crow Canyon CSV Import Webpart.html","Done","2025-08-20T16:27:53","200","",""
"75","https://www.crowcanyon.help/article/75/","0","Use AI to Auto-Set Category and Issue Type - Crow Canyon Software Support","2025-08-14T11:21:59","75","75 - Use AI to Auto-Set Category and Issue Type.html","Done","2025-08-20T16:28:01","200","",""
"76","https://www.crowcanyon.help/article/76/","0","Update parent item when associated items are modified from parent item edit form - Crow Canyon Softw","2025-08-14T11:22:01","76","76 - Update parent item when associated items are modified from parent item edit form - Crow Canyon Softw.html","Done","2025-08-20T16:28:07","200","",""
"77","https://www.crowcanyon.help/article/77/","0","Capture Console Logs for Crow Canyon Custom Actions - Crow Canyon Software Support","2025-08-14T11:22:02","77","77 - Capture Console Logs for Crow Canyon Custom Actions.html","Done","2025-08-20T16:28:14","200","",""
"78","https://www.crowcanyon.help/article/78/","0","Change The Currency Type in NITRO Form Dynamically - Crow Canyon Software Support","2025-08-14T11:22:04","78","78 - Change The Currency Type in NITRO Form Dynamically.html","Done","2025-08-20T16:28:22","200","",""
"79","https://www.crowcanyon.help/article/79/","0","Calculate Embeddings Custom Action - Crow Canyon Software Support","2025-08-14T11:22:05","79","79 - Calculate Embeddings Custom Action.html","Done","2025-08-20T16:28:28","200","",""
"98","https://www.crowcanyon.help/article/98/","0","SharePoint pie chart: Label Column Error","2025-08-14T11:29:43","98","98 - SharePoint pie chart_ Label Column Error.html","Done","2025-08-20T16:28:36","200","",""
"99","https://www.crowcanyon.help/article/99/","0","SharePoint — first field cannot be typed in","2025-08-14T11:29:48","99","99 - SharePoint — first field cannot be typed in.html","Done","2025-08-20T16:28:45","200","",""
"100","https://www.crowcanyon.help/article/100/","0","Missing Attachments in SharePoint Tickets","2025-08-14T11:29:53","100","100 - Missing Attachments in SharePoint Tickets.html","Done","2025-08-20T16:28:53","200","",""
"102","https://www.crowcanyon.help/article/102/","0","Add new ticket link (webpart) in a workspace","2025-08-14T11:30:13","102","102 - Add new ticket link (webpart) in a workspace.html","Done","2025-08-20T16:28:58","200","",""
"104","https://www.crowcanyon.help/article/104/","0","Mapping for emails to SharePoint list","2025-08-14T11:30:19","104","104 - Mapping for emails to SharePoint list.html","Done","2025-08-20T16:29:06","200","",""
"106","https://www.crowcanyon.help/article/106/","0","Restricting Assigned Staff list in SharePoint","2025-08-14T11:30:29","106","106 - Restricting Assigned Staff list in SharePoint.html","Done","2025-08-20T16:29:15","200","",""
"108","https://www.crowcanyon.help/article/108/","0","How to manage the List View Threhsold in SharePoint On-Premises?","2025-08-14T11:30:39","108","108 - How to manage the List View Threhsold in SharePoint On-Premises_.html","Done","2025-08-20T16:29:21","200","",""
"110","https://www.crowcanyon.help/article/110/","0","Modifying Column Names in Crow Canyon’s SharePoint applications (Issue Type) - Crow Canyon Software ","2025-08-14T11:30:49","110","110 - Modifying Column Names in Crow Canyon’s SharePoint applications (Issue Type) - Crow Canyon Software.html","Done","2025-08-20T16:29:28","200","",""
"111","https://www.crowcanyon.help/article/111/","0","Requester Phone is the Mobile Number instead of Work Phone","2025-08-14T11:30:54","111","111 - Requester Phone is the Mobile Number instead of Work Phone.html","Done","2025-08-20T16:29:36","200","",""
"112","https://www.crowcanyon.help/article/112/","0","How do I set permissions so that end users can submit and update tickets, but can’t see the Service ","2025-08-14T11:30:59","112","112 - How do I set permissions so that end users can submit and update tickets, but can’t see the Service.html","Done","2025-08-20T16:29:41","200","",""
"115","https://www.crowcanyon.help/article/115/","0","Work Log disappearing","2025-08-14T11:31:14","115","115 - Work Log disappearing.html","Done","2025-08-20T16:29:47","200","",""
"117","https://www.crowcanyon.help/article/117/","0","“This value already exists in the list” error when creating a new item - Crow Canyon Software Suppor","2025-08-14T11:31:24","117","117 - “This value already exists in the list” error when creating a new item - Crow Canyon Software Suppor.html","Done","2025-08-20T16:29:55","200","",""
"119","https://www.crowcanyon.help/article/119/","0","Not able to close ticket due to pending approvals","2025-08-14T11:31:34","119","119 - Not able to close ticket due to pending approvals.html","Done","2025-08-20T16:30:00","200","",""
"121","https://www.crowcanyon.help/article/121/","0","Error during Site Collection Migration","2025-08-14T11:31:44","121","121 - Error during Site Collection Migration.html","Done","2025-08-20T16:30:08","200","",""
"123","https://www.crowcanyon.help/article/123/","0","Issue Types are not getting cascaded according to the selected Category in the Tickets - Crow Canyon","2025-08-14T11:31:59","123","123 - Issue Types are not getting cascaded according to the selected Category in the Tickets - Crow Canyon.html","Done","2025-08-20T16:30:13","200","",""
"124","https://www.crowcanyon.help/article/124/","0","List is not displaying any items in the SharePoint site","2025-08-14T11:32:04","124","124 - List is not displaying any items in the SharePoint site.html","Done","2025-08-20T16:30:22","200","",""
"125","https://www.crowcanyon.help/article/125/","0","How to get single line spacing in Work Log field or Enhanced Rich Text type fields in SharePoint - C","2025-08-14T11:32:09","125","125 - How to get single line spacing in Work Log field or Enhanced Rich Text type fields in SharePoint - C.html","Done","2025-08-20T16:30:27","200","",""
"126","https://www.crowcanyon.help/article/126/","0","Category Owner is not getting an email on Ticket creation","2025-08-14T11:32:14","126","126 - Category Owner is not getting an email on Ticket creation.html","Done","2025-08-20T16:30:35","200","",""
"134","https://www.crowcanyon.help/article/134/","0","The Email Tickets list view web part in the Display form of a Ticket shows “This view cannot be disp","2025-08-14T11:32:54","134","134 - The Email Tickets list view web part in the Display form of a Ticket shows “This view cannot be disp.html","Done","2025-08-20T16:30:41","200","",""
"137","https://www.crowcanyon.help/article/137/","0","Office 365 Service Request: Create recurring Tickets with different schedules - Crow Canyon Software","2025-08-14T11:33:09","137","137 - Office 365 Service Request_ Create recurring Tickets with different schedules - Crow Canyon Software.html","Done","2025-08-20T16:30:50","200","",""
"138","https://www.crowcanyon.help/article/138/","0","Office 365 Service Request: Create a report on re-opened tickets by month for assigned staff - Crow ","2025-08-14T11:33:14","138","138 - Office 365 Service Request_ Create a report on re-opened tickets by month for assigned staff - Crow.html","Done","2025-08-20T16:30:58","200","",""
"139","https://www.crowcanyon.help/article/139/","0","Office 365 Service Request: Automatically create tasks for a Ticket based on Category and Issue Type","2025-08-14T11:33:19","139","139 - Office 365 Service Request_ Automatically create tasks for a Ticket based on Category and Issue Type.html","Done","2025-08-20T16:31:05","200","",""
"140","https://www.crowcanyon.help/article/140/","0","Measure effectiveness of technicians with KPIs generated using Ticket resolution statistics - Crow C","2025-08-14T11:33:24","140","140 - Measure effectiveness of technicians with KPIs generated using Ticket resolution statistics - Crow C.html","Done","2025-08-20T16:31:12","200","",""
"142","https://www.crowcanyon.help/article/142/","0","Crow Canyon Workflow Manager (Office 365 App) – Configure complex workflows with calculated columns ","2025-08-14T11:33:44","142","142 - Crow Canyon Workflow Manager (Office 365 App) – Configure complex workflows with calculated columns.html","Done","2025-08-20T16:31:20","200","",""
"143","https://www.crowcanyon.help/article/143/","0","Office 365 Service Request: Re-assign a Ticket based on priority if it is not closed in time - Crow ","2025-08-14T11:33:45","143","143 - Office 365 Service Request_ Re-assign a Ticket based on priority if it is not closed in time - Crow.html","Done","2025-08-20T16:31:27","200","",""
"145","https://www.crowcanyon.help/article/145/","0","Office 365 Service Request: SLA to send reminder to staff before due date based on priority of Ticke","2025-08-14T11:33:55","145","145 - Office 365 Service Request_ SLA to send reminder to staff before due date based on priority of Ticke.html","Done","2025-08-20T16:31:32","200","",""
"147","https://www.crowcanyon.help/article/147/","0","Office 365 Exchange settings to forward mails to on-premises servers","2025-08-14T11:34:05","147","147 - Office 365 Exchange settings to forward mails to on-premises servers.html","Done","2025-08-20T16:31:40","200","",""
"148","https://www.crowcanyon.help/article/148/","0","Office 365 Service Request: Automatically assign Ticket based on Category and Issue Type if it remai","2025-08-14T11:34:10","148","148 - Office 365 Service Request_ Automatically assign Ticket based on Category and Issue Type if it remai.html","Done","2025-08-20T16:31:48","200","",""
"149","https://www.crowcanyon.help/article/149/","0","Office 365 Service Request: Automatically set Due Date based on Category and Priority - Crow Canyon ","2025-08-14T11:34:15","149","149 - Office 365 Service Request_ Automatically set Due Date based on Category and Priority - Crow Canyon.html","Done","2025-08-20T16:31:56","200","",""
"150","https://www.crowcanyon.help/article/150/","0","SharePoint Online: Reopen a Ticket on requester email and reporting on reopened Tickets - Crow Canyo","2025-08-14T11:34:20","150","150 - SharePoint Online_ Reopen a Ticket on requester email and reporting on reopened Tickets - Crow Canyo.html","Done","2025-08-20T16:32:03","200","",""
"152","https://www.crowcanyon.help/article/152/","0","O365 Service Request: Workflow to update WorkLog comments when an Outgoing Email is sent - Crow Cany","2025-08-14T11:34:30","152","152 - O365 Service Request_ Workflow to update WorkLog comments when an Outgoing Email is sent - Crow Cany.html","Done","2025-08-20T16:32:09","200","",""
"153","https://www.crowcanyon.help/article/153/","0","SharePoint Online: Report to show number of items by week number in a time period - Crow Canyon Soft","2025-08-14T11:34:35","153","153 - SharePoint Online_ Report to show number of items by week number in a time period - Crow Canyon Soft.html","Done","2025-08-20T16:32:15","200","",""
"155","https://www.crowcanyon.help/article/155/","0","Send an email to requester asking for more details when ticket status is changed and include Employe","2025-08-14T11:34:45","155","155 - Send an email to requester asking for more details when ticket status is changed and include Employe.html","Done","2025-08-20T16:32:21","200","",""
"156","https://www.crowcanyon.help/article/156/","0","Send an email to Assigned Staff when comments are added in Work Log field - Crow Canyon Software Sup","2025-08-14T11:34:50","156","156 - Send an email to Assigned Staff when comments are added in Work Log field - Crow Canyon Software Sup.html","Done","2025-08-20T16:32:30","200","",""
"158","https://www.crowcanyon.help/article/158/","0","O365 Service Request: Show/Hide tabs in list item form based on the selected Category - Crow Canyon ","2025-08-14T11:35:00","158","158 - O365 Service Request_ Show_Hide tabs in list item form based on the selected Category - Crow Canyon.html","Done","2025-08-20T16:32:36","200","",""
"159","https://www.crowcanyon.help/article/159/","0","Create a report on closed tickets which exceeded Due Date","2025-08-14T11:35:05","159","159 - Create a report on closed tickets which exceeded Due Date.html","Done","2025-08-20T16:32:42","200","",""
"160","https://www.crowcanyon.help/article/160/","0","Ensure user enters the value for lookup field (e.g. Category for Tickets list item) - Crow Canyon So","2025-08-14T11:35:10","160","160 - Ensure user enters the value for lookup field (e.g. Category for Tickets list item) - Crow Canyon So.html","Done","2025-08-20T16:32:50","200","",""
"161","https://www.crowcanyon.help/article/161/","0","Create a Report on Contracts expiring in 90 days by Asset Location","2025-08-14T11:35:15","161","161 - Create a Report on Contracts expiring in 90 days by Asset Location.html","Done","2025-08-20T16:32:55","200","",""
"162","https://www.crowcanyon.help/article/162/","0","Register license for Crow Canyon web parts","2025-08-14T11:35:30","162","162 - Register license for Crow Canyon web parts.html","Done","2025-08-20T16:33:04","200","",""
"163","https://www.crowcanyon.help/article/163/","0","SharePoint Online: Report to show number of items created per Week by Staff - Crow Canyon Software S","2025-08-14T11:35:30","163","163 - SharePoint Online_ Report to show number of items created per Week by Staff - Crow Canyon Software S.html","Done","2025-08-20T16:33:12","200","",""
"164","https://www.crowcanyon.help/article/164/","0","View to show total Time spent by Staff","2025-08-14T11:35:35","164","164 - View to show total Time spent by Staff.html","Done","2025-08-20T16:33:18","200","",""
"165","https://www.crowcanyon.help/article/165/","0","Add sites to Compatibility mode and Trusted sites","2025-08-14T11:35:40","165","165 - Add sites to Compatibility mode and Trusted sites.html","Done","2025-08-20T16:33:27","200","",""
"166","https://www.crowcanyon.help/article/166/","0","Configure Crow Canyon Redirect Web Part","2025-08-14T11:35:45","166","166 - Configure Crow Canyon Redirect Web Part.html","Done","2025-08-20T16:33:36","200","",""
"167","https://www.crowcanyon.help/article/167/","0","SharePoint Online: Auto fill Category and/or Issue Type on Email to Ticket conversion - Crow Canyon ","2025-08-14T11:35:50","167","167 - SharePoint Online_ Auto fill Category and_or Issue Type on Email to Ticket conversion - Crow Canyon.html","Done","2025-08-20T16:33:43","200","",""
"168","https://www.crowcanyon.help/article/168/","0","SharePoint Online: Tab Permissions Example – Show Tabs based on a field value - Crow Canyon Software","2025-08-14T11:35:55","168","168 - SharePoint Online_ Tab Permissions Example – Show Tabs based on a field value - Crow Canyon Software.html","Done","2025-08-20T16:33:50","200","",""
"169","https://www.crowcanyon.help/article/169/","0","How to create Application Administration button in Crow Canyon service areas? - Crow Canyon Software","2025-08-14T11:36:00","169","169 - How to create Application Administration button in Crow Canyon service areas_ - Crow Canyon Software.html","Done","2025-08-20T16:33:58","200","",""
"170","https://www.crowcanyon.help/article/170/","0","Move Ticket to a different service area/site using Crow Canyon Workflow Manager - Crow Canyon Softwa","2025-08-14T11:36:04","170","170 - Move Ticket to a different service area_site using Crow Canyon Workflow Manager - Crow Canyon Softwa.html","Done","2025-08-20T16:34:07","200","",""
"171","https://www.crowcanyon.help/article/171/","0","Configure Main Category on top of Category and Issue Types in Crow Canyon application - Crow Canyon ","2025-08-14T11:36:07","171","171 - Configure Main Category on top of Category and Issue Types in Crow Canyon application - Crow Canyon.html","Done","2025-08-20T16:34:16","200","",""
